PROGRAMA_ID;SNIES;PLAN_ESTUDIOS;PROGRAMA_ACADEMICO;FACULTAD;PERSONA_ID_FK
237;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;237
238;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;238
239;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;239
240;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;240
241;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;241
242;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;242
243;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;243
244;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;244
245;101886;3712;TECNOLOGÍA EN GESTIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;245
246;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;246
247;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;247
248;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;248
249;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;249
250;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;250
251;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;251
252;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;252
253;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;253
254;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;254
255;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;255
256;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;256
257;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;257
258;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;258
259;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;259
260;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;260
261;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;261
262;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;262
263;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;263
264;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;264
265;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;265
266;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;266
267;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;267
268;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;268
269;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;269
270;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;270
271;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;271
272;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;272
273;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;273
274;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;274
275;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;275
276;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;276
277;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;277
278;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;278
279;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;279
280;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;280
281;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;281
282;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;282
283;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;283
284;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;284
285;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;285
286;101886;3712;TECNOLOGÍA EN GESTIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;286
287;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;287
288;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;288
289;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;289
290;106240;710;TECNOLOGÍA EN GESTIÓN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;290
291;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;291
292;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;292
293;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;293
294;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;294
295;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;295
296;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;296
297;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;297
298;1749;309;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;298
299;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;299
300;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;300
301;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;301
302;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;302
303;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;303
304;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;304
305;1752;409;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;305
306;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;306
307;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;307
308;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;308
309;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;309
310;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;310
311;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;311
312;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;312
313;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;313
314;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;314
315;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;315
316;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;316
317;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;317
318;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;318
319;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;319
320;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;320
321;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;321
322;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;322
323;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;323
324;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;324
325;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;325
326;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;326
327;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;327
328;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;328
329;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;329
330;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;330
331;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;331
332;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;332
333;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;333
334;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;334
335;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;335
336;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;336
337;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;337
338;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;338
339;1749;309;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;339
340;1749;309;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;340
341;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;341
342;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;342
343;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;343
344;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;344
345;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;345
346;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;346
347;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;347
348;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;348
349;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;349
350;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;350
351;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;351
352;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;352
353;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;353
354;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;354
355;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;355
356;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;356
357;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;357
358;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;358
359;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;359
360;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;360
361;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;361
362;110967;7710;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;362
363;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;363
364;105388;112;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;364
365;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;365
366;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;366
367;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;367
368;101886;3712;TECNOLOGÍA EN GESTIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;368
369;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;369
370;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;370
371;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;371
372;102933;6510;TECNOLOGÍA EN INFRAESTRUCTURA DE TELECOMUNICACIONES;FACULTAD DE INGENIERÍA;372
373;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;373
374;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;374
375;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;375
376;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;376
377;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;377
378;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;378
379;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;379
380;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;380
381;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;381
382;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;382
383;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;383
384;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;384
385;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;385
386;111331;7910;TECNOLOGÍA EN PRODUCCIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;386
387;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;387
388;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;388
389;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;389
390;2859;209;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;390
391;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;391
392;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;392
393;1749;309;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;393
394;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;394
395;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;395
396;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;396
397;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;397
398;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;398
399;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;399
400;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;400
401;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;401
402;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;402
403;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;403
404;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;404
405;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;405
406;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;406
407;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;407
408;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;408
409;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;409
410;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;410
411;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;411
412;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;412
413;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;413
414;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;414
415;111348;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;415
416;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;416
417;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;417
418;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;418
419;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;419
420;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;420
421;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;421
422;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;422
423;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;423
424;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;424
425;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;425
426;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;426
427;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;427
428;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;428
429;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;429
430;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;430
431;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;431
432;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;432
433;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;433
434;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;434
435;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;435
436;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;436
437;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;437
438;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;438
439;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;439
440;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;440
441;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;441
442;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;442
443;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;443
444;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;444
445;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;445
446;103065;6610;TECNOLOGÍA EN LOGÍSTICA INTEGRAL;FACULTAD DE ADMINISTRACIÓN;446
447;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;447
448;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;448
449;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;449
450;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;450
451;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;451
452;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;452
453;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;453
454;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;454
455;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;455
456;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;456
457;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;457
458;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;458
459;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;459
460;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;460
461;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;461
462;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;462
463;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;463
464;1752;409;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;464
465;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;465
466;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;466
467;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;467
468;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;468
469;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;469
470;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;470
471;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;471
472;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;472
473;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;473
474;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;474
475;108246;6910;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;FACULTAD DE INGENIERÍA;475
476;105388;112;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;476
477;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;477
478;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;478
